Detector_Number,x,y,z,Total_Energy_Deposited,Energy_Per_Particle,Energy_Squared_Sum,Quadric_Energy_Per_Particle,sigma,n_total,m_sigma,Ix,Iy,Iz
1242,-3.2,8.8,-5.5,18306880.377000004,0.003538929127585541,3723201032924.0,86058.67748586001,1.0466328240999998,5173000000.0,0.0011190178539150027,7,22,2
1243,-2.4,-8.8,-5.5,15822033.080999997,0.003047680454781854,2268229529120.3,54980.01361807995,0.8642483162,5191500000.0,0.0008703058279783923,8,0,2
1244,-2.4,-8.0,-5.5,18319131.19,0.0033222943761334785,2597965431980.0,69275.63689200002,1.120030965,5514000000.0,0.0008769426085681225,8,1,2
1245,-2.4,-7.2,-5.5,25367932.810000006,0.004656802718678294,4870791684739.0,115645.80882915996,1.426152897299999,5447500000.0,0.0012154127517126018,8,2,2
1246,-2.4,-6.4,-5.5,34867213.675999984,0.0061505051465866965,7993773989853.0,194262.9069857,1.7615984546000005,5669000000.0,0.001496203700353322,8,3,2
1247,-2.4,-5.6,-5.5,34945168.62800001,0.005864267264306094,7223590100681.0,183750.63095108006,1.9064447230000006,5959000000.0,0.0013530829145439185,8,4,2
1248,-2.4,-4.8,-5.5,66678225.554000005,0.011247065118326727,16995033721766.0,400383.8511155,2.9624352168999994,5928500000.0,0.0020861111112285657,8,5,2
1249,-2.4,-4.0,-5.5,94423187.4,0.01559553842596416,28616347650000.0,695552.2442499996,4.193951169999999,6054500000.0,0.0026506358140944136,8,6,2
1250,-2.4,-3.2,-5.5,256161100.0,0.04212483144219701,87976933620000.0,2203240.841,8.27633382,6081000000.0,0.004627331732443361,8,7,2
1251,-2.4,-2.4,-5.5,1585778119.0,0.26066871356949123,597159096000000.0,14911654.4,23.749308900000006,6083500000.0,0.012050709519517148,8,8,2
1252,-2.4,-1.6,-5.5,2092581701.4,0.34369412850455777,774864930534000.0,19117414.416,26.416122900000012,6088500000.0,0.013715882173309452,8,9,2
1253,-2.4,-0.8,-5.5,2131805115.0,0.3504241168735103,793867586500000.0,19478325.9,26.601909900000003,6083500000.0,0.013894456807515635,8,10,2
1254,-2.4,-0.0,-5.5,2140311680.0,0.3519670580496629,818474970000000.0,20122211.80000001,26.956989600000004,6081000000.0,0.014113955791652255,8,11,2
1255,-2.4,0.8,-5.5,2169711508.8,0.3563622417344174,813043017990000.0,19573080.55,26.92220079999999,6088500000.0,0.014049714532555555,8,12,2
1256,-2.4,1.6,-5.5,2107162940.3000002,0.3460890104787715,783943292601000.0,19503060.100999996,26.926405099999993,6088500000.0,0.013795996219011165,8,13,2
1257,-2.4,2.4,-5.5,1578239210.0,0.25953613057062985,589163451000000.0,14586669.000000002,22.880335900000002,6081000000.0,0.011974682273468772,8,14,2
1258,-2.4,3.2,-5.5,270856745.4,0.044523176691049555,96893469065000.0,2429527.988,8.829272100000003,6083500000.0,0.0048541698436827645,8,15,2
1259,-2.4,4.0,-5.5,98716106.50000001,0.016320758287178643,28505559138000.0,729937.9599000004,4.2549898200000005,6048500000.0,0.002648124135269228,8,16,2
1260,-2.4,4.8,-5.5,66161613.48,0.011051802134803307,16126205258410.0,403435.80113200005,3.1290267369999993,5986500000.0,0.002012400190141792,8,17,2
1261,-2.4,5.6,-5.5,45184450.260000005,0.007738388467203289,10607227654800.0,256022.791517,2.2878546909999997,5839000000.0,0.0016733381681742657,8,18,2
1262,-2.4,6.4,-5.5,30127277.630000003,0.005194358212068966,5179225101320.0,120049.86634679991,1.5457480129999999,5800000000.0,0.0011771333064479247,8,19,2
1263,-2.4,7.2,-5.5,27236255.583999995,0.0047757768865509375,5452651374380.3,125329.902909501,1.3709281942000004,5703000000.0,0.0012283489064107596,8,20,2
1264,-2.4,8.0,-5.5,20655274.087999996,0.003966447256457032,4042177176704.0,90523.58651670002,1.1380031921000002,5207500000.0,0.001158242894200492,8,21,2
1265,-2.4,8.8,-5.5,16705493.665000003,0.003204583476884712,3272309899667.0,84967.89592711005,1.0305757428000006,5213000000.0,0.0010410239937684355,8,22,2
1266,-1.6,-8.8,-5.5,19213009.995000005,0.0035422216067477886,3676039747122.0,90018.35025192997,1.0839011658999995,5424000000.0,0.001060453595941237,9,0,2
1267,-1.6,-8.0,-5.5,21123446.271999992,0.0037466204810216374,3851658192174.0,89650.17946905004,1.1939598924000001,5638000000.0,0.0010442874252623731,9,1,2
1268,-1.6,-7.2,-5.5,28628128.300000012,0.005115819924946393,6080276941160.0,144095.53670209995,1.5217377030000006,5596000000.0,0.0013219201544423867,9,2,2
1269,-1.6,-6.4,-5.5,33732376.300000004,0.005742658546135513,6808346883900.0,159290.23534800005,1.7116186129999997,5874000000.0,0.0013326255751086263,9,3,2
1270,-1.6,-5.6,-5.5,52941077.243,0.008917142874010443,11698829771730.5,286424.61164322007,2.4758564592000005,5937000000.0,0.0017283249834904864,9,4,2
1271,-1.6,-4.8,-5.5,67999379.60000002,0.0113568901210856,17592356533570.0,447122.5705466002,3.176428828999998,5987500000.0,0.0021015403249009033,9,5,2
1272,-1.6,-4.0,-5.5,100976846.85000001,0.01660530288603848,28420507048600.0,680293.7599500001,4.2121710199999995,6081000000.0,0.00263003876313566,9,6,2
1273,-1.6,-3.2,-5.5,332226219.0,0.0546334844597928,125168651500000.0,3034309.7600000002,9.8759086,6081000000.0,0.00551942716248611,9,7,2
1274,-1.6,-2.4,-5.5,1841494252.68,0.30270309076682833,687844745912200.0,16832332.364899997,24.568726420000008,6083500000.0,0.012933402054684223,9,8,2
1275,-1.6,-1.6,-5.5,2436089802.0,0.400277653959908,928655776800000.0,23219129.1,29.721644700000006,6086000000.0,0.015021609261003138,9,9,2
1276,-1.6,-0.8,-5.5,2499911590.0,0.41110205393849697,933715000000000.0,23195219.9,28.98879029999999,6081000000.0,0.015074856272877244,9,10,2
1277,-1.6,-0.0,-5.5,2470595586.0,0.406114175392455,935572033300000.0,22964582.30000001,29.005617599999997,6083500000.0,0.015083638834157392,9,11,2
1278,-1.6,0.8,-5.5,2474729921.8,0.40612618721588584,946509427506000.0,23571606.244999997,30.4018092,6093500000.0,0.015146653159011845,9,12,2
1279,-1.6,1.6,-5.5,2361652480.0,0.38836580825522116,876123440000000.0,21486849.1,27.881701200000006,6081000000.0,0.014602549054105317,9,13,2
1280,-1.6,2.4,-5.5,1856604993.0,0.3051869800279444,700097414500000.0,17475429.88,25.281288500000002,6083500000.0,0.013048085789626813,9,14,2
1281,-1.6,3.2,-5.5,321558425.0,0.05287920161157705,120235555200000.0,2998459.2479999997,9.875345900000006,6081000000.0,0.005409569155605095,9,15,2
1282,-1.6,4.0,-5.5,101464494.02,0.01675852572797093,28932215915200.0,694276.1948900003,4.255458930000001,6054500000.0,0.002665224563312631,9,16,2
1283,-1.6,4.8,-5.5,69184758.10000001,0.011677737885053592,17226177239000.0,438287.63795999985,3.318960809999998,5924500000.0,0.0021016674419111485,9,17,2
1284,-1.6,5.6,-5.5,45940833.99,0.007899722120196028,10364662622740.0,262397.3216172999,2.2650974739999987,5815500000.0,0.001660778722334595,9,18,2
1285,-1.6,6.4,-5.5,38435320.39999999,0.006573511270737129,9304407272370.0,228299.90028409986,2.086442199999999,5847000000.0,0.0015650654746856207,9,19,2
1286,-1.6,7.2,-5.5,29430999.593999997,0.005217799768460242,6093739302705.0,146192.61923429996,1.5290903953000003,5640500000.0,0.001312942120085185,9,20,2
1287,-1.6,8.0,-5.5,23052743.45999999,0.004194458417030566,4505654585740.0,123521.52747860002,1.4101747673999998,5496000000.0,0.0011586532210677643,9,21,2
1288,-1.6,8.8,-5.5,17403201.314999998,0.003234495179816002,2739671060313.0,64908.56119299998,0.9978811078999997,5380500000.0,0.0009228855064801166,9,22,2
1289,-0.8,-8.8,-5.5,20704602.441999998,0.004287998848917883,4943631442752.0,121837.2843533,1.0850436839000002,4828500000.0,0.001381440098611067,10,0,2
1290,-0.8,-8.0,-5.5,24627226.599999998,0.004535400847145488,5717196496670.0,126793.00718400007,1.30913909,5430000000.0,0.0013210309124948344,10,1,2
1291,-0.8,-7.2,-5.5,27818945.487600002,0.004896408604699464,5643183655480.25,142719.74952470502,1.5479794896600003,5681500000.0,0.0012543546112308843,10,2,2
1292,-0.8,-6.4,-5.5,40341228.53999999,0.006967998711460401,8657288653200.0,201122.59719599993,1.9845239519999995,5789500000.0,0.0015246534416649277,10,3,2
1293,-0.8,-5.6,-5.5,47553504.24000001,0.007951426175068976,11584423203200.0,307672.498951,2.504035695999999,5980500000.0,0.0017073437155429956,10,4,2
1294,-0.8,-4.8,-5.5,72981880.18300001,0.012164660418868241,22422115528856.0,591144.27976936,3.5599782168000003,5999500000.0,0.00236779708417668,10,5,2
1295,-0.8,-4.0,-5.5,103794211.10000002,0.017164579312055568,31728105435600.0,752629.0364000001,4.353337644999996,6047000000.0,0.002794495045395122,10,6,2
1296,-0.8,-3.2,-5.5,325234924.1,0.05346181048738391,115047074376000.0,2873681.3853000025,9.657697699999998,6083500000.0,0.005289388894760591,10,7,2
1297,-0.8,-2.4,-5.5,1824740398.2,0.2998258952021032,667922491575000.0,16363640.530000001,24.810457699999997,6086000000.0,0.012739493539093143,10,8,2
1298,-0.8,-1.6,-5.5,2438384483.0,0.4006876153150933,919940356400000.0,22624091.399999995,29.384726,6085500000.0,0.014952182626691572,10,9,2
1299,-0.8,-0.8,-5.5,2517493870.0,0.4139934007564545,949372870000000.0,23205939.5,28.91921100000001,6081000000.0,0.015200729171497606,10,10,2
1300,-0.8,-0.0,-5.5,2513455120.0,0.4133292419010031,949397790000000.0,23535606.5,29.116026999999995,6081000000.0,0.015200928698418666,10,11,2
1301,-0.8,0.8,-5.5,2537753937.3,0.41715360192323503,984256467570000.0,24361967.93,29.78273899999999,6083500000.0,0.015471116177366915,10,12,2
1302,-0.8,1.6,-5.5,2447773760.0,0.402528163131064,923238200000000.0,22857312.500000004,28.761301400000004,6081000000.0,0.014990043818271487,10,13,2
1303,-0.8,2.4,-5.5,1824318770.0,0.3000030866633777,679756340000000.0,16954585.6,24.727939599999992,6081000000.0,0.012862420690222831,10,14,2
1304,-0.8,3.2,-5.5,320500329.13,0.052661900941505094,115218027124320.0,2876806.3297289987,9.964573359999997,6086000000.0,0.0052911429158803164,10,15,2
1305,-0.8,4.0,-5.5,114990768.65,0.019003597529333994,36364138592560.0,905543.6845419998,4.712288422000001,6051000000.0,0.0029897215433043202,10,16,2
1306,-0.8,4.8,-5.5,61511598.17000003,0.01015881059785302,14478125398540.0,370752.030859,2.9247378699999995,6055000000.0,0.001885225323289259,10,17,2
1307,-0.8,5.6,-5.5,52635271.324,0.008697169749504297,14354049539440.0,381388.7639102997,2.6401301950000002,6052000000.0,0.0018780603714265676,10,18,2
1308,-0.8,6.4,-5.5,39172498.55999998,0.006563206594621761,9378547978470.0,235679.46228880004,2.2671681889999986,5968500000.0,0.0015393020679339063,10,19,2
1309,-0.8,7.2,-5.5,29989543.699000016,0.005419144145103002,7588293212201.0,167632.54542164,1.532252819,5534000000.0,0.0014933243513816548,10,20,2
1310,-0.8,8.0,-5.5,20437764.96,0.0036211490007087175,3295741934400.0,82967.70249200004,1.153104295,5644000000.0,0.0009649634052718069,10,21,2
1311,-0.8,8.8,-5.5,17387535.388000004,0.00330278951239434,2801257608485.5,69143.73611392996,1.0128368262,5264500000.0,0.0009537633827353726,10,22,2
1312,-0.0,-8.8,-5.5,19210262.294999994,0.003865632819197101,3997242659795.0,110638.3017509,1.1869213402999996,4969500000.0,0.0012069487036164969,11,0,2
1313,-0.0,-8.0,-5.5,23635592.842000008,0.00425713127557637,4194502609385.0,99345.85919422004,1.2566817518999998,5552000000.0,0.0011066544291141482,11,1,2
1314,-0.0,-7.2,-5.5,27237182.070000008,0.00487379119083833,5629170315250.0,147614.53605569998,1.5595444769999998,5588500000.0,0.0012736443950475116,11,2,2
1315,-0.0,-6.4,-5.5,36965214.37400001,0.006286601084013608,7177067654523.8,176630.16393057996,1.9159780417999999,5880000000.0,0.0013668392506831215,11,3,2
1316,-0.0,-5.6,-5.5,48882965.7,0.008122117753593089,11586552521600.0,297584.30953600013,2.4061190500000005,6018500000.0,0.0016967196899154709,11,4,2
1317,-0.0,-4.8,-5.5,78208701.81,0.013045655014178483,20673930115020.0,518675.73370900005,3.4565546119999997,5995000000.0,0.0022753257328248255,11,5,2
1318,-0.0,-4.0,-5.5,116973875.06,0.01932494218734512,34417755562500.0,833202.8109100002,4.916380656999999,6053000000.0,0.0029076480657498935,11,6,2
1319,-0.0,-3.2,-5.5,316372740.3,0.05202643320177602,113251455089900.0,2830770.7296799985,9.496285259999995,6081000000.0,0.005250106521668833,11,7,2
1320,-0.0,-2.4,-5.5,1839613120.0,0.3025181910869923,695826214000000.0,17155762.9,24.809436200000018,6081000000.0,0.013013570543455477,11,8,2
1321,-0.0,-1.6,-5.5,2435881251.45,0.4000790426952451,920305426629100.0,22713674.2916,29.517431739999996,6088500000.0,0.014947780293199955,11,9,2
1322,-0.0,-0.8,-5.5,2448858810.0,0.4027065959546127,919785290000000.0,22650582.400000002,28.617068999999994,6081000000.0,0.014961986147844577,11,10,2
1323,-0.0,-0.0,-5.5,2518611728.9,0.414007023736336,958541230730000.0,23594207.591000006,29.287157700000005,6083500000.0,0.015267674953130774,11,11,2
1324,-0.0,0.8,-5.5,2525207031.0,0.4150911532834717,950580159400000.0,23308024.4,29.207102599999995,6083500000.0,0.015204140548001625,11,12,2
1325,-0.0,1.6,-5.5,2395592207.0,0.3937851905975179,903290918000000.0,22356904.8,28.78736360000002,6083500000.0,0.01482113071000306,11,13,2
1326,-0.0,2.4,-5.5,1826592580.8,0.30025356797895947,688019180460000.0,16888654.990000002,24.6382193,6083500000.0,0.012935041964824714,11,14,2
1327,-0.0,3.2,-5.5,343597887.0,0.056503517020226934,125304003490000.0,3034407.5519999987,9.928439449999997,6081000000.0,0.005522410564183296,11,15,2
1328,-0.0,4.0,-5.5,105761574.3,0.01748847859446052,30339819940000.0,707113.0470999996,4.296500989999998,6047500000.0,0.0027324477365121055,11,16,2
1329,-0.0,4.8,-5.5,73637362.133,0.012159405900429326,18568553969024.4,450013.28030045115,3.087833467600001,6056000000.0,0.0021346389023574742,11,17,2
1330,-0.0,5.6,-5.5,50515763.878,0.008519396893161313,12588138283599.3,318851.80018321594,2.4512744632000003,5929500000.0,0.0017950804886308742,11,18,2
1331,-0.0,6.4,-5.5,40764492.577,0.007077168850173611,8664693219171.0,239127.02059449998,2.19306606,5760000000.0,0.0015331172121341482,11,19,2
1332,-0.0,7.2,-5.5,30627794.979999997,0.005319172452240361,6430529063900.0,159231.453439,1.6309871600000005,5758000000.0,0.0013212133137741834,11,20,2
1333,-0.0,8.0,-5.5,22033077.751000002,0.003949287999820757,5025368980426.0,115351.51386272002,1.2380245770000005,5579000000.0,0.001205449071838705,11,21,2
1334,-0.0,8.8,-5.5,21183550.368000004,0.004082395522836771,3933581306434.0,100920.89280429993,1.2267909889000006,5189000000.0,0.001146652031836549,11,22,2
1335,0.8,-8.8,-5.5,17637536.834,0.0034624139839026305,3677283302861.0,89229.14653189,1.0244480599999999,5094000000.0,0.0011293429767551552,12,0,2
1336,0.8,-8.0,-5.5,24080009.205000002,0.0044662912371325235,5692028691396.0,122476.05452710002,1.305889832300001,5391500000.0,0.0013275325589042308,12,1,2
1337,0.8,-7.2,-5.5,27534363.977400005,0.004812858587205035,5337913377796.815,146738.72810582505,1.5679470833000004,5721000000.0,0.001211532482431498,12,2,2
1338,0.8,-6.4,-5.5,39220685.72299999,0.0068675688536158274,7760479225191.0,193290.87335240006,1.9761808778999999,5711000000.0,0.0014633673375977802,12,3,2
1339,0.8,-5.6,-5.5,50726814.709999986,0.008499801392426272,12532609866320.0,307159.6886950001,2.4940564609999996,5968000000.0,0.0017795622852121748,12,4,2
1340,0.8,-4.8,-5.5,72510828.68200001,0.012092191892270492,20816334085110.0,534464.9241265802,3.4992101701,5996500000.0,0.0022825775012536896,12,5,2
1341,0.8,-4.0,-5.5,109994244.60000001,0.01808818362111495,31560208566000.0,796935.2938999998,4.576967780000002,6081000000.0,0.0027715082130399505,12,6,2
1342,0.8,-3.2,-5.5,345009120.0,0.056735589541193884,130725964600000.0,3187664.0799999996,10.108379099999992,6081000000.0,0.005640623940335959,12,7,2
1343,0.8,-2.4,-5.5,1817422370.0,0.2988689968755139,670792290000000.0,16264033.900000004,24.14471870000001,6081000000.0,0.012777329856823116,12,8,2
1344,0.8,-1.6,-5.5,2411773955.0,0.39628227982254355,898956333900000.0,22361167.78,28.79969670000001,6086000000.0,0.014779453457606801,12,9,2
1345,0.8,-0.8,-5.5,2454092080.0,0.4035671896069725,917104950000000.0,22529626.400000002,28.489852000000003,6081000000.0,0.014940169874285356,12,10,2
1346,0.8,-0.0,-5.5,2512364080.0,0.4131498240420983,961961630000000.0,23789817.7,29.327079999999995,6081000000.0,0.015301178860313729,12,11,2
1347,0.8,0.8,-5.5,2477971865.0,0.4073266811868168,943606820500000.0,23126166.099999998,29.05988600000001,6083500000.0,0.015148270294052987,12,12,2
1348,0.8,1.6,-5.5,2422022497.0,0.3981625015617294,908889027400000.0,22504307.990000002,28.663235000000004,6083000000.0,0.01486820834239591,12,13,2
1349,0.8,2.4,-5.5,1831388525.0,0.301041920769294,687136869400000.0,17010163.899999995,24.931394499999996,6083500000.0,0.012926745365986949,12,14,2
1350,0.8,3.2,-5.5,316673116.0,0.05205442853620449,113994450200000.0,2754069.1079999995,9.593734299999992,6083500000.0,0.005265135654002133,12,15,2
1351,0.8,4.0,-5.5,119197545.0,0.019601635421805624,35423070702000.0,844583.4375999998,4.7343927400000005,6081000000.0,0.0029362250533311366,12,16,2
1352,0.8,4.8,-5.5,67847953.38999999,0.011325924946164759,19369854847520.0,495392.6482392998,3.2933388759999995,5990500000.0,0.0022040495647741745,12,17,2
1353,0.8,5.6,-5.5,52810625.54000001,0.008729750481858006,14046292584500.0,352916.0202639998,2.6315762970000005,6049500000.0,0.0018585858302765644,12,18,2
1354,0.8,6.4,-5.5,38706098.23140001,0.006648247720955001,9621842613661.95,237025.12130428356,2.0052089650200005,5822000000.0,0.0015983731377861097,12,19,2
1355,0.8,7.2,-5.5,30518900.489000008,0.005437181629966151,6174229927341.0,150182.66760971,1.5835840628999993,5613000000.0,0.0013280597235256772,12,20,2
1356,0.8,8.0,-5.5,23670092.190000005,0.004426798614176174,5301225610390.0,137249.73028950003,1.3183373999999999,5347000000.0,0.0012918116892105377,12,21,2
1357,0.8,8.8,-5.5,16556938.333,0.0033130441886943473,3291909182314.1,85136.39684963002,1.0101795878000002,4997500000.0,0.0010891617247130692,12,22,2
1358,1.6,-8.8,-5.5,15590948.912,0.003044215349409353,2543409553106.0996,61754.879568862,0.9558518169299999,5121500000.0,0.0009341835653944521,13,0,2
1359,1.6,-8.0,-5.5,20941973.427999996,0.004003053317021886,3849998012931.4,95710.16003718799,1.1715723101000004,5231500000.0,0.001125188469456461,13,1,2
1360,1.6,-7.2,-5.5,31991744.738000005,0.005571048278276013,7371468075953.7,166024.72263220008,1.6575503667999996,5742500000.0,0.001418395158299216,13,2,2
1361,1.6,-6.4,-5.5,33404832.304500002,0.005796934022472886,6675244715912.79,161070.50652703905,1.7611103332799993,5762500000.0,0.00134506696299479,13,3,2
1362,1.6,-5.6,-5.5,51960640.704,0.008754214590851656,15171488092959.0,375880.36882169975,2.634158236000001,5935500000.0,0.0019686931454442986,13,4,2
1363,1.6,-4.8,-5.5,69179592.94000001,0.01173231458322734,17726427184200.0,466580.8116,3.290852852,5896500000.0,0.0021420891794519227,13,5,2
1364,1.6,-4.0,-5.5,110480937.99000001,0.018349267229696067,34260127132310.0,870669.2023159998,4.672378344000003,6021000000.0,0.002916400068531181,13,6,2
1365,1.6,-3.2,-5.5,320670628.0,0.052733206380529515,113521400700000.0,2901720.4600000014,9.731388399999995,6081000000.0,0.005256359852026502,13,7,2
1366,1.6,-2.4,-5.5,1791173020.0,0.29455237954283836,666488150000000.0,16496055.7,24.346783400000014,6081000000.0,0.012736271122194732,13,8,2
1367,1.6,-1.6,-5.5,2404809207.7,0.39513789150509365,913716033410000.0,22552958.47,28.634862200000008,6086000000.0,0.014900289406659635,13,9,2
1368,1.6,-0.8,-5.5,2469342962.5,0.40574153179428196,927494593980000.0,22829495.209999997,29.00358969999998,6086000000.0,0.0150122146541748,13,10,2
1369,1.6,-0.0,-5.5,2445299192.0,0.4017908629641801,929864396400000.0,23189711.1,29.8780545,6086000000.0,0.015031381135924681,13,11,2
1370,1.6,0.8,-5.5,2481753718.0,0.4079483386208597,952017957200000.0,23748872.4,29.700894999999996,6083500000.0,0.015215634995387542,13,12,2
1371,1.6,1.6,-5.5,2477114845.3999996,0.40685141584955237,953320872589000.0,23737833.037,29.9202976,6088500000.0,0.015213539474929358,13,13,2
1372,1.6,2.4,-5.5,1833322832.0,0.30123608807098257,686420785000000.0,17196359.299999997,25.808084299999997,6086000000.0,0.01291470067011535,13,14,2
1373,1.6,3.2,-5.5,324488915.0,0.05336111083703338,123954374600000.0,2961300.999999999,9.707223099999997,6081000000.0,0.005492589599717485,13,15,2
1374,1.6,4.0,-5.5,101808174.03000003,0.01690042729581674,32417011323900.0,798944.5786869999,4.199540286999999,6024000000.0,0.002835455046613947,13,16,2
1375,1.6,4.8,-5.5,66321144.489999995,0.01095854998182419,18642156152700.0,461483.66857000015,3.1535865270000007,6052000000.0,0.0021402790361264787,13,17,2
1376,1.6,5.6,-5.5,39621349.75999999,0.006713207346662147,9001225688700.0,238085.72238370008,2.2598117369999993,5902000000.0,0.0015250106219081416,13,18,2
1377,1.6,6.4,-5.5,35876915.370000005,0.006085990732824428,7198737849400.0,174559.45688399993,1.7995489450000008,5895000000.0,0.0013654179817422273,13,19,2
1378,1.6,7.2,-5.5,28489538.89,0.005240419183298078,6023738064060.0,149307.46189570002,1.547339451,5436500000.0,0.0013543624250342942,13,20,2
1379,1.6,8.0,-5.5,20452772.56,0.003947649596602972,4028942952060.0,102221.53256679996,1.1857449301999996,5181000000.0,0.0011622598008497458,13,21,2
1380,1.6,8.8,-5.5,19845709.75,0.003958454123865563,4743941201534.0,101254.45273126,1.1295109315,5013500000.0,0.0013033164614619781,13,22,2
1381,2.4,-8.8,-5.5,18848864.07,0.0037243359158269118,4273313435690.0,99379.87635799998,1.073472278,5061000000.0,0.0012253701253602345,14,0,2
1382,2.4,-8.0,-5.5,19927035.695899997,0.0038159777280543845,3476708240026.56,88444.42940789108,1.1345044588499997,5222000000.0,0.0010711949237108224,14,1,2
1383,2.4,-7.2,-5.5,26501914.735999998,0.0048251096469731445,4993228212184.0,124639.87110379996,1.4292839235999997,5492500000.0,0.001220511543770211,14,2,2
1384,2.4,-6.4,-5.5,32563147.882000003,0.0056740107827147595,6789490502346.0,162954.96132327005,1.767003538200001,5739000000.0,0.0013620831381305435,14,3,2
1385,2.4,-5.6,-5.5,44659341.76,0.0076009431980257,11404660467910.0,276408.74649800005,2.221466757999999,5875500000.0,0.0017243189370338367,14,4,2
1386,2.4,-4.8,-5.5,67068590.67999999,0.01124745776957907,18482672656810.0,456175.541116,3.1416234850000007,5963000000.0,0.00216291186207776,14,5,2
1387,2.4,-4.0,-5.5,91334639.5,0.01501967431343529,25172536829000.0,673098.5448299999,4.101466730000002,6081000000.0,0.002475196783184898,14,6,2
1388,2.4,-3.2,-5.5,265371547.0,0.04363945847722414,92697021351000.0,2368868.3802,8.66388448,6081000000.0,0.00474984145704254,14,7,2
1389,2.4,-2.4,-5.5,1565632117.03,0.2571457858306644,591822716882800.0,14907390.013099996,23.982011129999993,6088500000.0,0.011986892549029671,14,8,2
1390,2.4,-1.6,-5.5,2156126410.0,0.354567737214274,818850910000000.0,20040055.699999996,26.858300300000007,6081000000.0,0.014117196720699436,14,9,2
1391,2.4,-0.8,-5.5,2195630030.0,0.3610639746752179,823528670000000.0,20225669.000000004,26.97136229999999,6081000000.0,0.014157461974656227,14,10,2
1392,2.4,-0.0,-5.5,2133857353.0,0.35061737643772595,796181388300000.0,19597126.100000005,27.409630499999995,6086000000.0,0.013908974574893575,14,11,2
1393,2.4,0.8,-5.5,2110534008.0,0.3469275923399359,793004405000000.0,19555986.200000003,26.976204700000014,6083500000.0,0.01388690107323775,14,12,2
1394,2.4,1.6,-5.5,2119541935.4,0.34840830696145314,796926468040000.0,19548225.315999992,26.587378600000005,6083500000.0,0.013921199802551697,14,13,2
1395,2.4,2.4,-5.5,1624638140.0,0.26716627857260317,611562173000000.0,15096173.099999998,23.226056500000006,6081000000.0,0.012200184677302755,14,14,2
1396,2.4,3.2,-5.5,271846591.0,0.044704257687880285,103067582640000.0,2575849.192,9.000282080000002,6081000000.0,0.005008495302553371,14,15,2
1397,2.4,4.0,-5.5,89062656.37,0.014717451271585557,27174812366490.0,659040.6526710002,4.003177034999999,6051500000.0,0.0025842914079268445,14,16,2
1398,2.4,4.8,-5.5,56264809.11999998,0.00934709014369964,13753970154880.0,339759.72402300034,2.6626674859999997,6019500000.0,0.0018483102265544281,14,17,2
1399,2.4,5.6,-5.5,49586001.68000001,0.008289201216984288,13540454087200.0,330660.512151,2.5463669630000005,5982000000.0,0.001845403984115039,14,18,2
1400,2.4,6.4,-5.5,37216255.98,0.006475207652022618,8755379110280.0,219302.87966100004,1.981861646,5747500000.0,0.00154447095957561,14,19,2
1401,2.4,7.2,-5.5,29388091.48,0.005080050385479689,6053872607000.0,166332.25794199994,1.7334047220000004,5785000000.0,0.001275952552270633,14,20,2
1402,2.4,8.0,-5.5,23355252.0,0.0045091711555169415,4780266505230.0,109450.35896429999,1.1895041670000004,5179500000.0,0.0012663666575741003,14,21,2
1403,2.4,8.8,-5.5,16418455.017,0.003214892308008616,2986499451316.0,74154.3542911,0.9714590779999998,5107000000.0,0.0010151649452232884,14,22,2
1404,3.2,-8.8,-5.5,16735061.877999999,0.003291711620377655,3059000549217.0,75037.70153579999,0.9746922322999997,5084000000.0,0.0010320612836642825,15,0,2
1405,3.2,-8.0,-5.5,18120210.623000003,0.003520196332782905,3168428276964.0,75927.62017009997,0.9769703866000001,5147500000.0,0.0010374014133261748,15,1,2
1406,3.2,-7.2,-5.5,23835224.799000006,0.004321106743836114,5477647625062.3,141529.22809178205,1.284759292199999,5516000000.0,0.0012728992732904223,15,2,2
1407,3.2,-6.4,-5.5,31278848.13,0.005676741947368421,7649458418330.0,199560.88743300003,1.8367262500000003,5510000000.0,0.0015058613786145373,15,3,2
1408,3.2,-5.6,-5.5,36656084.279999994,0.0062419896602809695,7367887033400.0,186085.17943800005,1.9224197040000004,5872500000.0,0.0013866590862990137,15,4,2
1409,3.2,-4.8,-5.5,57464339.77,0.009696986123860952,16164469846400.0,435915.11673700024,2.9543101960000007,5926000000.0,0.0020353557704873328,15,5,2
1410,3.2,-4.0,-5.5,78329189.49,0.013060306709462274,22546939462000.0,552067.2673859998,3.5617003759999983,5997500000.0,0.0023751704835699213,15,6,2
1411,3.2,-3.2,-5.5,132612057.39999999,0.022035901861083416,40173815642000.0,933202.2817999994,5.070819720000003,6018000000.0,0.003159661778333195,15,7,2
1412,3.2,-2.4,-5.5,384234350.8,0.06313413585277687,144052392754000.0,3541742.4115000013,10.862567100000001,6086000000.0,0.0059162907438249195,15,8,2
1413,3.2,-1.6,-5.5,521198539.0,0.0857093469824042,194629838000000.0,4684990.489999999,12.5837307,6081000000.0,0.006882574356783722,15,9,2
1414,3.2,-0.8,-5.5,545665636.0,0.08973287880282849,210654243700000.0,5308591.7200000025,13.522239300000006,6081000000.0,0.00716030145895062,15,10,2
1415,3.2,-0.0,-5.5,572641363.0,0.09416894639039632,219860703000000.0,5478219.089999999,13.7824784,6081000000.0,0.007315095565546791,15,11,2
